URL,club,First Name,Last Name,Position,Age,Height,Weight,Unnamed: 7,points_scored,tries_scored,offloads,meters_gained,defenders_beaten,clean_breaks,tackles_made,tackle_success_percentage,total_tackles_missed,turnovers_lost,turnovers_won,penalties_scored,penalties_missed,conversions_scored,conversions_missed,drop_goals_scored,drop_goals_missed,kicks_from_hand,kicks_retained,tries_from_kicks,kick_meters,yellow_cards,red_cards,penalties_conceded,scrum_offences,lineout_offences,lineouts_won,lineouts_lost,lineout_success_percentage,lineout_steals,scrums_won,scrums_lost,scrums_won_percentage,scrum_penalties_won
https://www.unitedrugby.com/clubs/cardiff-rugby/ellis-bevan,cardiff-rugby,ELLIS,BEVAN,SCRUM-HALF,24,5'11'',89KG,,33,3,18,226,2,7,4,62.0,9,6,2,0,2,3,9,1,1,15,14,0,24,2,0,13,2,1,0,5,81.2,3,3,5,59.6,5
https://www.unitedrugby.com/clubs/cardiff-rugby/tom-bowen,cardiff-rugby,TOM,BOWEN,FULLBACK,18,5'7'',75KG,,73,0,12,435,18,12,58,61.6,5,2,4,0,2,5,2,2,3,16,14,2,22,1,0,12,2,4,9,6,67.4,3,2,5,85.8,1
https://www.unitedrugby.com/clubs/cardiff-rugby/theo-cabango,cardiff-rugby,THEO,CABANGO,WING,23,5'9'',87KG,,61,7,13,421,17,15,4,83.0,2,2,2,2,4,5,3,0,1,20,28,0,128,1,0,13,0,3,6,3,81.0,1,4,1,66.0,5
https://www.unitedrugby.com/clubs/cardiff-rugby/ollie-das,cardiff-rugby,OLLIE,DAS,WING,20,,,,99,0,9,553,7,15,50,75.7,1,9,10,5,2,3,5,3,1,23,15,4,96,2,1,8,2,4,10,0,79.2,3,4,1,66.7,0
https://www.unitedrugby.com/clubs/cardiff-rugby/aled-davies,cardiff-rugby,ALED,DAVIES,SCRUM-HALF,32,5'10'',85KG,,13,2,10,20,25,13,20,61.1,5,7,10,4,8,5,7,0,2,7,19,5,142,0,1,18,4,4,1,5,80.3,2,5,5,86.9,1
https://www.unitedrugby.com/clubs/cardiff-rugby/steff-emanuel,cardiff-rugby,STEFF,EMANUEL,CENTRE,18,6'0'',96KG,,94,12,1,553,16,2,11,83.3,0,4,0,1,0,9,8,0,0,10,12,2,127,1,1,1,1,5,2,6,81.0,5,0,4,62.6,1
https://www.unitedrugby.com/clubs/cardiff-rugby/joe-goodchild,cardiff-rugby,JOE,GOODCHILD,WING,26,6'2'',93KG,,47,3,8,396,7,2,49,60.5,6,3,6,8,3,10,5,2,0,23,11,0,80,0,0,10,3,0,8,3,92.4,3,4,4,94.8,4
https://www.unitedrugby.com/clubs/cardiff-rugby/regan-grace,cardiff-rugby,REGAN,GRACE,WING,28,,,,14,14,16,104,6,11,3,91.5,6,6,3,9,9,7,6,1,1,1,9,2,3,0,0,16,3,5,8,5,58.5,5,0,3,78.1,4
https://www.unitedrugby.com/clubs/cardiff-rugby/mason-grady,cardiff-rugby,MASON,GRADY,CENTRE,22,5'1'',117KG,,71,14,2,191,29,15,53,72.3,9,6,6,3,9,2,4,3,0,7,13,3,134,0,1,1,4,5,1,8,68.4,5,4,5,76.9,4
https://www.unitedrugby.com/clubs/cardiff-rugby/gabe-hamer-webb,cardiff-rugby,GABE,HAMER-WEBB,WING,24,6'0'',95KG,,77,14,5,16,6,10,48,61.6,6,8,2,3,3,3,8,1,3,11,30,2,45,0,0,18,2,4,2,3,79.3,2,4,1,63.2,4
https://www.unitedrugby.com/clubs/cardiff-rugby/louie-hennessey,cardiff-rugby,LOUIE,HENNESSEY,CENTRE,20,,,,86,7,4,119,2,10,41,83.5,10,8,10,4,0,9,3,1,2,20,1,5,8,1,1,6,1,5,10,9,64.2,4,3,3,91.8,3
